"Model","Architecture","Learning_rate","L1","L2","Inner_RMSE","Inner_Correlation","Inner_MAE","Scenario","Repetition","Fold","SplitID","TaskID"
"ANN_L1_L2","64-32",5e-04,0.001,0.01,0.645417588576873,0.49572679912152,0.529219184489781,"C6",4,3,"R04_F03","C6_R04_F03"
"ANN_0","64-32",5e-04,0,0,0.659782051593351,0.459168036631041,0.535937998472384,"C6",4,4,"R04_F04","C6_R04_F04"
"ANN_L1","64-32",5e-04,1e-04,0,0.670137950435661,0.437379723713892,0.544146220424695,"C6",4,4,"R04_F04","C6_R04_F04"
"ANN_L2","64-32",5e-04,0,0.01,0.670329534560544,0.436719299038274,0.54408979942951,"C6",4,4,"R04_F04","C6_R04_F04"
"ANN_L1_L2","64-32",5e-04,0.001,0.01,0.669632226003423,0.437144028633506,0.543872392616901,"C6",4,4,"R04_F04","C6_R04_F04"
"ANN_0","32",0.000125,0,0,0.651759689447889,0.467763034467393,0.525150516271195,"C6",4,5,"R04_F05","C6_R04_F05"
"ANN_L1","32",0.000125,0.01,0,0.660852078359431,0.452671636443892,0.534818701200474,"C6",4,5,"R04_F05","C6_R04_F05"
"ANN_L2","32",0.000125,0,0.01,0.662799952169858,0.468273013412522,0.536200932180031,"C6",4,5,"R04_F05","C6_R04_F05"
"ANN_L1_L2","32",0.000125,0.01,0.001,0.6607995488371,0.45293181189575,0.534793957431835,"C6",4,5,"R04_F05","C6_R04_F05"
"ANN_0","32-16",0.00025,0,0,0.645812890796184,0.451102561504893,0.528964626953474,"C6",5,1,"R05_F01","C6_R05_F01"
"ANN_L1","32-16",0.00025,0.001,0,0.651260165601852,0.434388613178956,0.53114193707416,"C6",5,1,"R05_F01","C6_R05_F01"
"ANN_L2","32-16",0.00025,0,0.01,0.651628991656476,0.433743516269383,0.531790164075644,"C6",5,1,"R05_F01","C6_R05_F01"
"ANN_L1_L2","32-16",0.00025,0.001,1e-04,0.651005877842535,0.435102083715334,0.530960077933086,"C6",5,1,"R05_F01","C6_R05_F01"
"ANN_0","32",5e-04,0,0,0.6582670889511,0.494527829691661,0.536455282209495,"C6",5,2,"R05_F02","C6_R05_F02"
"ANN_L1","32",5e-04,0.01,0,0.666362387557099,0.472709903270047,0.543955547214096,"C6",5,2,"R05_F02","C6_R05_F02"
"ANN_L2","32",5e-04,0,1e-05,0.699631737606745,0.416572340095005,0.570015899819262,"C6",5,2,"R05_F02","C6_R05_F02"
"ANN_L1_L2","32",5e-04,0.01,1e-05,0.665490031354693,0.475424157873915,0.542351804107909,"C6",5,2,"R05_F02","C6_R05_F02"
"ANN_0","64-32",0.000125,0,0,0.66235356233926,0.441004158768533,0.540335381047538,"C6",5,3,"R05_F03","C6_R05_F03"
"ANN_L1","64-32",0.000125,0.001,0,0.663189571613403,0.440482880101683,0.535435905206504,"C6",5,3,"R05_F03","C6_R05_F03"
"ANN_L2","64-32",0.000125,0,0.01,0.665633617497791,0.437662171605246,0.536256452532324,"C6",5,3,"R05_F03","C6_R05_F03"
"ANN_L1_L2","64-32",0.000125,0.001,1e-05,0.663188463811831,0.440493523830306,0.535425395490628,"C6",5,3,"R05_F03","C6_R05_F03"
"ANN_0","64-32",5e-04,0,0,0.643601541046663,0.492892503902365,0.519762081197158,"C6",5,4,"R05_F04","C6_R05_F04"
"ANN_L1","64-32",5e-04,1e-04,0,0.652367359087196,0.488927383147476,0.525067814323396,"C6",5,4,"R05_F04","C6_R05_F04"
"ANN_L2","64-32",5e-04,0,1e-04,0.652412112894335,0.48890279282517,0.525103625508211,"C6",5,4,"R05_F04","C6_R05_F04"
"ANN_L1_L2","64-32",5e-04,1e-05,1e-04,0.652331138227706,0.489088485313643,0.525040603801459,"C6",5,4,"R05_F04","C6_R05_F04"
"ANN_0","32-16",5e-04,0,0,0.646425763002173,0.463526136721605,0.528692019964305,"C6",5,5,"R05_F05","C6_R05_F05"
"ANN_L1","32-16",5e-04,1e-04,0,0.649397502856277,0.46235194804915,0.528424546080046,"C6",5,5,"R05_F05","C6_R05_F05"
"ANN_L2","32-16",5e-04,0,0.001,0.649519224375334,0.462057374382365,0.528620035248987,"C6",5,5,"R05_F05","C6_R05_F05"
"ANN_L1_L2","32-16",5e-04,0.001,0.01,0.64925847256542,0.463013962582872,0.527341910313289,"C6",5,5,"R05_F05","C6_R05_F05"
